PID,Property Address,Property City,House Type,Sale Price(USD),Sale Date,Latitude,Longitude,Zone,,
1330,5981  TEMPLE  RD,NASHVILLE,SINGLE FAMILY,850000,9/17/2021,36.0393528,-86.950772,2,,
1331,721  E WOODLANDS  TRL,NASHVILLE,SINGLE FAMILY,409000,9/3/2021,36.0391446,-86.7263714,1,,
1332,1400  BELL TRACE  DR,ANTIOCH,ZERO LOT LINE,160900,9/24/2021,36.0390227,-86.672421,1,,
1333,512  SWISS  AVE,NASHVILLE,RESIDENTIAL CONDO,275000,9/15/2021,36.0386682,-86.7209574,1,,
1334,5905  DEER ESTATES  DR,NASHVILLE,SINGLE FAMILY,800000,9/15/2021,36.0380758,-86.9598664,2,,
1335,720  FOX RIDGE  DR,BRENTWOOD,RESIDENTIAL CONDO,270000,9/21/2021,36.037906,-86.775587,1,,
1336,751  FOX RIDGE  DR,BRENTWOOD,RESIDENTIAL CONDO,285000,9/23/2021,36.037607,-86.7760349,1,,
1337,413  CEDARCREEK  TRL,NASHVILLE,ZERO LOT LINE,125000,9/7/2021,36.0376054,-86.7042007,1,,
1338,5043   UPPER PARK  PL,ANTIOCH,RESIDENTIAL CONDO,230000,9/15/2021,36.0367393,-86.6145415,8,,
1339,5132   FREDERICKSBURG  WAY E,BRENTWOOD,SINGLE FAMILY,578000,9/22/2021,36.0365642,-86.7624557,1,,
1340,4165  SADDLECREEK  WAY,ANTIOCH,RESIDENTIAL CONDO,232000,9/28/2021,36.036318,-86.6123946,8,,
1341,140  BRIAN  CIR,ANTIOCH,SINGLE FAMILY,405000,9/10/2021,36.035874,-86.6752144,1,,
1342,1021  ELMSHADE  LN,NASHVILLE,SINGLE FAMILY,405000,9/1/2021,36.0355978,-86.7255068,1,,
1343,5028  W OAK HIGHLAND  DR,ANTIOCH,SINGLE FAMILY,322200,9/3/2021,36.0352306,-86.6780469,1,,
1344,620  COPPER RIDGE  TRL,ANTIOCH,SINGLE FAMILY,502000,9/23/2021,36.0349735,-86.6810366,1,,
1345,5196  PRESERVE  BLVD,ANTIOCH,SINGLE FAMILY,290000,9/10/2021,36.0347451,-86.6194749,8,,
1346,5148  SINGING HILLS  DR,ANTIOCH,SINGLE FAMILY,373000,9/10/2021,36.0345757,-86.5864187,8,,
1347,730  RIDGEVIEW  CT,ANTIOCH,ZERO LOT LINE,110000,9/23/2021,36.0343684,-86.7084642,1,,
1348,2324   PRESERVE  CIR,ANTIOCH,SINGLE FAMILY,322800,9/7/2021,36.0340847,-86.6151112,8,,
1349,2308   PRESERVE  CIR,ANTIOCH,SINGLE FAMILY,322800,9/14/2021,36.0340847,-86.6151112,8,,
1350,2304   PRESERVE  CIR,ANTIOCH,SINGLE FAMILY,322800,9/15/2021,36.0340847,-86.6151112,8,,
1351,1065  SHIRE  DR,ANTIOCH,SINGLE FAMILY,335000,9/20/2021,36.0336743,-86.6678176,1,,
1352,5021  SINGING HILLS  DR,ANTIOCH,SINGLE FAMILY,353100,9/14/2021,36.033491,-86.582255,8,,
1353,621  CEDARMONT  DR,ANTIOCH,SINGLE FAMILY,283000,9/17/2021,36.0332951,-86.7080145,1,,
1354,8101   WARBLER  WAY,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0331164,-86.7827772,1,,
1355,800  OAK SPRINGS  CT,ANTIOCH,SINGLE FAMILY,399000,9/23/2021,36.0330735,-86.6752537,1,,
1356,1005  SHALLOWBROOK  TRL N,ANTIOCH,SINGLE FAMILY,303000,9/2/2021,36.0329416,-86.6172298,8,,
1357,6241  ROCKY TOP  DR,ANTIOCH,SINGLE FAMILY,280000,9/21/2021,36.0323937,-86.581464,8,,
1358,7037  MEADOW RIDGE  CIR,NASHVILLE,SINGLE FAMILY,612500,9/2/2021,36.0323416,-86.9621431,2,,
1359,804  BIRCHMILL  PT N,ANTIOCH,SINGLE FAMILY,325000,9/16/2021,36.0321853,-86.6152406,8,,
1360,5034  PRESERVE  BLVD,ANTIOCH,SINGLE FAMILY,285000,9/25/2021,36.0321491,-86.6147089,8,,
1361,5054  PRESERVE  BLVD,ANTIOCH,SINGLE FAMILY,350000,9/14/2021,36.0319505,-86.6159496,8,,
1362,6036  WOODLAND HILLS  DR,NASHVILLE,SINGLE FAMILY,855000,9/16/2021,36.0317097,-86.7349774,1,,
1363,1604  CELEBRATION  WAY,NASHVILLE,SINGLE FAMILY,390000,9/13/2021,36.0313708,-86.7168204,1,,
1364,601  COPPERFIELD  CT,BRENTWOOD,SINGLE FAMILY,565000,9/13/2021,36.031359,-86.7515764,1,,
1365,5633  DEER VALLEY  TRL,ANTIOCH,SINGLE FAMILY,384900,9/2/2021,36.0310476,-86.6802892,1,,
1366,5821  PETERSBURG  LN,BRENTWOOD,SINGLE FAMILY,670000,9/23/2021,36.0304576,-86.7581358,1,,
1367,320  MAYFIELD  STA,BRENTWOOD,SINGLE FAMILY,680000,9/14/2021,36.0303226,-86.751117,1,,
1368,4813  HICKORY  WAY,ANTIOCH,SINGLE FAMILY,308700,9/1/2021,36.0302919,-86.5880346,8,,
1369,1812  COTTAGE GROVE  WAY,ANTIOCH,SINGLE FAMILY,395600,9/22/2021,36.0299817,-86.7003468,1,,
1370,2382   SOMERSET VALLEY  DR,ANTIOCH,SINGLE FAMILY,407500,9/14/2021,36.0296232,-86.6979487,1,,
1371,5509  COTTONPORT  DR,BRENTWOOD,SINGLE FAMILY,700000,9/27/2021,36.0284,-86.7520477,1,,
1372,5105  HICKORY GROVE  DR,ANTIOCH,SINGLE FAMILY,320000,9/8/2021,36.0283945,-86.5862413,8,,
1373,257  BURGANDY HILL  RD,NASHVILLE,SINGLE FAMILY,409200,9/10/2021,36.0277484,-86.7163094,1,,
1374,5920  CROSS POINTE  LN,BRENTWOOD,SINGLE FAMILY,675000,9/25/2021,36.0277112,-86.7603548,1,,
1375,3005  BARNES BEND  DR,ANTIOCH,SINGLE FAMILY,430000,9/17/2021,36.0259021,-86.6953926,1,,
1376,7009  LENOX VILLAGE  DR,NASHVILLE,RESIDENTIAL CONDO,176900,9/24/2021,36.0257747,-86.7117249,1,,
1377,3021  BARNES BEND  DR,ANTIOCH,SINGLE FAMILY,432000,9/17/2021,36.0254445,-86.6960486,1,,
1378,4412  LUKE  DR,ANTIOCH,SINGLE FAMILY,473000,9/23/2021,36.0251215,-86.639047,1,,
1379,8606  GAUPHIN  PL,NASHVILLE,SINGLE FAMILY,300000,9/15/2021,36.0247911,-86.7079064,1,,
1380,904  FALLVIEW  TRL,NASHVILLE,SINGLE FAMILY,435000,9/21/2021,36.0245545,-86.7190609,1,,
1381,7732  PORTER HOUSE  DR,NASHVILLE,SINGLE FAMILY,346800,9/27/2021,36.0240784,-86.7096043,1,,
1382,7813  HEATON  WAY,NASHVILLE,SINGLE FAMILY,381100,9/21/2021,36.0236935,-86.7089089,1,,
1383,917  S LANE  CT,BRENTWOOD,SINGLE FAMILY,780000,9/2/2021,36.0233715,-86.7568593,1,,
1384,952  FALLVIEW  TRL,NASHVILLE,SINGLE FAMILY,405000,9/16/2021,36.0224673,-86.7172528,1,,
1385,5633  CEDAR ROCK  DR,NASHVILLE,SINGLE FAMILY,522500,9/16/2021,36.0222334,-86.7383174,1,,
1386,8045  BIENVILLE  DR,NASHVILLE,RESIDENTIAL CONDO,205000,9/27/2021,36.0217389,-86.7102065,1,,
1387,9036  RIGDEN MILL  DR,NASHVILLE,SINGLE FAMILY,335000,9/1/2021,36.0216029,-86.7045769,1,,
1388,277   BLACKPOOL  DR,NASHVILLE,VACANT RESIDENTIAL LAND,549100,9/17/2021,36.0213328,-86.6904625,1,,
1389,3133  HIDDEN CREEK  DR,ANTIOCH,SINGLE FAMILY,293600,9/9/2021,36.021079,-86.6744275,1,,
1390,6513  WINDYHILL  CT,BRENTWOOD,SINGLE FAMILY,880000,9/23/2021,36.0207552,-86.7433071,1,,
1391,4329  BARNES COVE  DR,NASHVILLE,SINGLE FAMILY,486000,9/10/2021,36.020692,-86.7004653,1,,
1392,1509  CROSSWIND  DR,NASHVILLE,SINGLE FAMILY,452500,9/17/2021,36.0206853,-86.7266465,1,,
1393,1312  CRESTFIELD  DR,NASHVILLE,SINGLE FAMILY,430000,9/8/2021,36.0206703,-86.7214193,1,,
1394,1209  BLAIRFIELD  DR,ANTIOCH,SINGLE FAMILY,427000,9/27/2021,36.0205953,-86.6523908,1,,
1395,209  WOODFIELD  CV,NASHVILLE,SINGLE FAMILY,433000,9/20/2021,36.0205397,-86.7189626,1,,
1396,1316  CRESTFIELD  DR,NASHVILLE,SINGLE FAMILY,396000,9/23/2021,36.020458,-86.7214193,1,,
1397,3124  SKINNER  DR,ANTIOCH,SINGLE FAMILY,370000,9/13/2021,36.0200732,-86.6549885,1,,
1398,1457  OHARA  DR,ANTIOCH,SINGLE FAMILY,395400,9/3/2021,36.0196798,-86.6522924,1,,
1399,2418  ANSON  LN,NASHVILLE,SINGLE FAMILY,333000,9/9/2021,36.0194809,-86.7023626,1,,
1400,3224   HASKELL  LN,ANTIOCH,VACANT RESIDENTIAL LAND,360100,9/10/2021,36.0189945,-86.6532372,1,,
1401,604  LOGWOOD BRIAR  CIR,BRENTWOOD,SINGLE FAMILY,725000,9/14/2021,36.0185691,-86.7433268,1,,
1402,3214  DOTHAN  LN,NASHVILLE,SINGLE FAMILY,288300,9/15/2021,36.0182896,-86.7014975,1,,
1403,1005  HICKORY BARK  CT,NASHVILLE,SINGLE FAMILY,592000,9/20/2021,36.0179977,-86.7379048,1,,
1404,3625  FAIRMEADOWS  CT,NASHVILLE,SINGLE FAMILY,565000,9/15/2021,36.016593,-86.7112579,1,,
1405,7275  SUGARLOAF  DR,NASHVILLE,SINGLE FAMILY,470000,9/1/2021,36.0164336,-86.6984599,1,,
1406,3553  FAIRMEADOWS  DR,NASHVILLE,SINGLE FAMILY,542000,9/17/2021,36.0162039,-86.7094495,1,,
1407,14307  OLD HICKORY  BLVD,ANTIOCH,SINGLE FAMILY,375000,9/3/2021,36.0159739,-86.6817447,1,,
1408,9184  HESTER BEASLEY  RD,NASHVILLE,FOREST,1900000,9/13/2021,36.0150533,-87.014376,2,,
1409,308  SPICEWOOD  LN,NASHVILLE,SINGLE FAMILY,455000,9/16/2021,36.0148732,-86.6949797,1,,
1410,6844  SUNNYWOOD  DR,NASHVILLE,SINGLE FAMILY,430000,9/28/2021,36.0146762,-86.6994036,1,,
1411,7617  MINT LEAF  DR,NASHVILLE,SINGLE FAMILY,378000,9/1/2021,36.0138885,-86.6923644,1,,
1412,7020  SUGARPLUM  RD,NASHVILLE,SINGLE FAMILY,530000,9/20/2021,36.0128044,-86.6961791,1,,
1413,14155  OLD HICKORY  BLVD,ANTIOCH,VACANT RURAL LAND,115000,9/3/2021,36.0125099,-86.6746252,1,,
1414,6545  BROKEN BOW  DR,ANTIOCH,SINGLE FAMILY,385000,9/3/2021,36.0121201,-86.6790304,1,,
1415,108  STONE BRIAR  CT,NASHVILLE,SINGLE FAMILY,610700,9/10/2021,36.0107661,-86.7217927,1,,
1416,906   GOVERNORS  CT,ANTIOCH,RESIDENTIAL CONDO,322500,9/17/2021,36.0102368,-86.7027138,1,,
1417,8421  CALLABEE  WAY,ANTIOCH,RESIDENTIAL CONDO,260000,9/13/2021,36.0102061,-86.6982043,1,,
1418,413   CHINOOK  DR,ANTIOCH,SINGLE FAMILY,442000,9/27/2021,36.010202,-86.6856979,1,,
1419,416   CHINOOK  DR,ANTIOCH,SINGLE FAMILY,420000,9/7/2021,36.0099975,-86.6861513,1,,
1420,8125  OCHOA  LN,BRENTWOOD,SINGLE FAMILY,400000,9/23/2021,36.0093962,-86.6865042,1,,
1421,8493  LAWSON  DR,ANTIOCH,SINGLE FAMILY,330000,9/21/2021,36.0084436,-86.64751,1,,
1422,7940  OAKFIELD  GRV,BRENTWOOD,SINGLE FAMILY,509900,9/10/2021,36.0076888,-86.6877235,1,,
1423,7561  OAKLEDGE  DR,BRENTWOOD,SINGLE FAMILY,335700,9/10/2021,36.0053889,-86.6897884,1,,
1424,9270   BARCO  RD,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0050635,-86.6843359,1,,
1425,9271   BARCO  RD,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0040342,-86.6857898,1,,
1426,9275   BARCO  RD,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0040342,-86.6857898,1,,
1427,9279   BARCO  RD,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0040342,-86.6857898,1,,
1428,9283   BARCO  RD,BRENTWOOD,VACANT RESIDENTIAL LAND,992000,9/10/2021,36.0040342,-86.6857898,1,,
1429,409  HIGH POINT  TER,BRENTWOOD,SINGLE FAMILY,650000,9/15/2021,36.003297,-86.696765,1,,
1430,8327  ROSSI  RD,BRENTWOOD,RESIDENTIAL CONDO,353500,9/28/2021,36.0024135,-86.686986,1,,
1431,8310  ROSSI  RD,BRENTWOOD,RESIDENTIAL CONDO,326500,9/13/2021,36.0018581,-86.6872515,1,,
1432,8430  CHARBAY  CIR,BRENTWOOD,RESIDENTIAL CONDO,340000,9/22/2021,36.0013238,-86.6913714,1,,
1433,8824  DOLCETTO  GRV,BRENTWOOD,RESIDENTIAL CONDO,336300,9/20/2021,36.001002,-86.6889329,1,,
1434,6312  PETTUS  RD,ANTIOCH,RURAL COMBO,120000,9/16/2021,35.996387,-86.676864,1,,
1435,408   PORTSDALE  DR,BRENTWOOD,SINGLE FAMILY,329900,9/23/2021,35.9960242,-86.6847835,1,,
1436,414   PORTSDALE  DR,BRENTWOOD,SINGLE FAMILY,342300,9/23/2021,35.9959028,-86.6847481,1,,
1437,416   PORTSDALE  DR,BRENTWOOD,SINGLE FAMILY,333200,9/23/2021,35.9958613,-86.6847354,1,,
1438,3268   LONGSTALK  RD,ANTIOCH,SINGLE FAMILY,444300,9/24/2021,35.9957652,-86.639046,1,,
1439,3272   LONGSTALK  RD,ANTIOCH,SINGLE FAMILY,469800,9/29/2021,35.9957608,-86.6388885,1,,
1440,7088  BURKITT  RD,ANTIOCH,SINGLE FAMILY,850000,9/16/2021,35.993322,-86.678837,1,,
1441,841   WESTCOTT  LN,ANTIOCH,SINGLE FAMILY,307000,9/27/2021,35.9927468,-86.6666932,1,,
1442,837   WESTCOTT  LN,ANTIOCH,SINGLE FAMILY,308100,9/2/2021,35.9927007,-86.666515,1,,
1443,831   WESTCOTT  LN,ANTIOCH,SINGLE FAMILY,306800,9/20/2021,35.9918692,-86.666345,1,,
1444,1505   STRONG  ALY,NOLENSVILLE,SINGLE FAMILY,485000,9/23/2021,35.990965,-86.6656582,1,,
1445,1057   VIDA  WAY,NOLENSVILLE,SINGLE FAMILY,376900,9/2/2021,35.9902423,-86.6819121,1,,
1446,1053   VIDA  WAY,NOLENSVILLE,SINGLE FAMILY,391600,9/13/2021,35.9902423,-86.6819121,1,,
1447,1051   VIDA  WAY,NOLENSVILLE,SINGLE FAMILY,414900,9/1/2021,35.9902423,-86.6819121,1,,
1448,1049   VIDA  WAY,NOLENSVILLE,SINGLE FAMILY,402700,9/10/2021,35.990143,-86.6810081,1,,
1449,1045   VIDA  WAY,NOLENSVILLE,SINGLE FAMILY,383100,9/24/2021,35.990143,-86.6810081,1,,
1450,7543  KEMBERTON  CT,NOLENSVILLE,RESIDENTIAL CONDO,345000,9/14/2021,35.9897795,-86.678721,1,,
1451,2045   KIRKWALL  DR,NOLENSVILLE,SINGLE FAMILY,418300,9/10/2021,35.989262,-86.661812,1,,
1452,770  WESTCOTT  LN,NOLENSVILLE,SINGLE FAMILY,440000,9/14/2021,35.9891328,-86.666283,1,,
1453,1820   PAISLEY  DR,NOLENSVILLE,SINGLE FAMILY,429700,9/23/2021,35.9890075,-86.6625536,1,,
1454,1808   PAISLEY  DR,NOLENSVILLE,SINGLE FAMILY,433100,9/16/2021,35.9890075,-86.6625536,1,,
1455,1800   PAISLEY  DR,NOLENSVILLE,SINGLE FAMILY,443100,9/15/2021,35.9890075,-86.6625536,1,,
1456,3011   LANARK  DR,NOLENSVILLE,SINGLE FAMILY,500000,9/10/2021,35.9877517,-86.6622838,1,,
1457,1329   DUNS  LN,NOLENSVILLE,SINGLE FAMILY,475000,9/8/2021,35.9868533,-86.6637252,1,,
1458,629  WESTCOTT  LN,NOLENSVILLE,SINGLE FAMILY,695800,9/22/2021,35.9865071,-86.668093,1,,
1459,4232   DYSANT  ALY,NOLENSVILLE,SINGLE FAMILY,460000,9/13/2021,35.985114,-86.6622692,1,,
1460,1983   CAROTHERS  RD,NOLENSVILLE,SINGLE FAMILY,497300,9/27/2021,35.9840744,-86.622866,1,,
1461,307   MOIRA  CIR,NOLENSVILLE,RESIDENTIAL CONDO,300400,9/28/2021,35.983315,-86.622208,1,,
1462,4154  ALVA  LN,NOLENSVILLE,SINGLE FAMILY,500000,9/3/2021,35.9831199,-86.6638826,1,,
1463,2027  OAK TRAIL  DR,NOLENSVILLE,RESIDENTIAL CONDO,378900,9/13/2021,35.9828632,-86.617761,1,,
